datetimeUtc,co,no,no2,nox,o3,pm10,target_pm25,so2
2023-01-19 07:00:00+00:00,0.1,,0.0144,,0.022,,5.1,0.0002
2023-01-19 08:00:00+00:00,0.1,,0.0108,,0.025,,5.3,0.0002
2023-01-19 09:00:00+00:00,0.1,,0.0091,,0.027,,6.0,0.0002
2023-01-19 10:00:00+00:00,0.1,,0.0103,,0.026,,5.9,0.0002
2023-01-19 11:00:00+00:00,0.1,,0.0191,,0.015,,6.3,0.0002
2023-01-19 12:00:00+00:00,0.1,,0.0205,,0.015,,5.7,0.0002
2023-01-19 13:00:00+00:00,0.2,,0.0248,,0.01,,5.7,0.0003
2023-01-19 14:00:00+00:00,0.3,,0.0298,,0.007,,5.8,0.0004
2023-01-19 15:00:00+00:00,0.3,,0.0245,,0.013,,5.3,0.0003
2023-01-19 16:00:00+00:00,0.4,,0.0295,,0.008,,5.8,0.0005
2023-01-19 17:00:00+00:00,0.3,,0.0271,,0.012,,5.1,0.0005
2023-01-19 18:00:00+00:00,0.3,,0.0224,,0.017,,5.3,0.0004
2023-01-19 19:00:00+00:00,0.3,,0.0216,,0.018,,5.7,0.0005
2023-01-19 20:00:00+00:00,0.2,,0.016,,0.025,,5.2,0.0005
2023-01-19 21:00:00+00:00,0.1,,0.0124,,0.029,,4.4,0.0003
2023-01-19 22:00:00+00:00,0.1,,0.0126,,0.029,,4.2,0.0004
2023-01-19 23:00:00+00:00,0.2,,0.0147,,0.027,,4.2,0.0003
2023-01-20 00:00:00+00:00,0.2,,0.0216,,0.019,,4.9,0.0004
2023-01-20 01:00:00+00:00,0.2,,0.0295,,0.01,,7.0,0.0005
2023-01-20 02:00:00+00:00,0.3,,0.0343,,0.005,,8.0,0.0006
2023-01-20 03:00:00+00:00,0.2,,0.0301,,0.008,,8.4,0.0006
2023-01-20 04:00:00+00:00,0.2,,0.0256,,0.011,,9.5,0.0004
2023-01-20 05:00:00+00:00,0.2,,0.0256,,0.01,,11.7,0.0004
2023-01-20 06:00:00+00:00,0.1,,0.019,,0.019,,10.3,0.0003
2023-01-20 07:00:00+00:00,0.1,,0.0149,,0.022,,12.4,0.0003
2023-01-20 08:00:00+00:00,0.1,,0.0139,,0.024,,13.8,0.0003
2023-01-20 09:00:00+00:00,0.1,,0.0112,,0.025,,12.3,0.0002
2023-01-20 10:00:00+00:00,0.1,,0.0098,,0.028,,9.6,0.0002
2023-01-20 11:00:00+00:00,0.1,,0.0101,,0.027,,8.8,0.0002
2023-01-20 12:00:00+00:00,0.1,,0.0122,,0.026,,7.6,0.0003
2023-01-20 13:00:00+00:00,0.1,,0.007,,0.036,,4.7,0.0004
2023-01-20 14:00:00+00:00,0.1,,0.0091,,0.032,,5.4,0.0003
2023-01-20 15:00:00+00:00,0.1,,0.005,,0.039,,3.5,0.0004
2023-01-20 16:00:00+00:00,0.1,,0.0045,,0.039,,3.5,0.0004
2023-01-20 17:00:00+00:00,0.1,,0.0033,,0.041,,3.2,0.0004
2023-01-20 18:00:00+00:00,0.1,,0.0048,,0.039,,4.0,0.0005
2023-01-20 19:00:00+00:00,0.1,,0.0089,,0.034,,6.0,0.0007
2023-01-20 20:00:00+00:00,0.1,,0.0097,,0.035,,6.2,0.0009
2023-01-20 21:00:00+00:00,0.1,,0.0058,,0.038,,5.3,0.0005
2023-01-20 22:00:00+00:00,0.1,,0.0054,,0.039,,5.1,0.0005
2023-01-20 23:00:00+00:00,0.1,,0.0063,,0.039,,5.0,0.0005
2023-01-21 00:00:00+00:00,0.1,,0.0071,,0.037,,5.3,0.0004
2023-01-21 01:00:00+00:00,0.1,,0.0084,,0.035,,5.6,0.0004
2023-01-21 02:00:00+00:00,0.1,,0.0081,,0.033,,5.6,0.0002
2023-01-21 03:00:00+00:00,0.1,,0.0076,,0.032,,6.1,0.0002
2023-01-21 04:00:00+00:00,0.1,,0.0089,,0.029,,6.8,0.0002
2023-01-21 05:00:00+00:00,0.1,,0.0104,,0.027,,6.5,0.0002
2023-01-21 06:00:00+00:00,0.1,,0.0115,,0.026,,5.6,0.0002
2023-01-21 07:00:00+00:00,0.1,,0.0126,,0.023,,5.3,0.0002
2023-01-21 08:00:00+00:00,0.1,,0.0107,,0.025,,4.9,0.0002
2023-01-21 09:00:00+00:00,0.1,,0.0086,,0.026,,5.4,0.0001
2023-01-21 10:00:00+00:00,0.1,,0.011,,0.024,,4.8,0.0002
2023-01-21 11:00:00+00:00,0.1,,0.0146,,0.021,,4.2,0.0001
2023-01-21 12:00:00+00:00,0.2,,,,0.005,,4.9,0.0003
2023-01-21 13:00:00+00:00,0.2,,0.0269,,0.005,,5.8,0.0003
2023-01-21 14:00:00+00:00,0.2,,0.0231,,0.012,,5.7,0.0003
2023-01-21 15:00:00+00:00,0.2,,0.0212,,0.014,,5.7,0.0002
2023-01-21 16:00:00+00:00,0.2,,0.0206,,0.016,,6.8,0.0003
2023-01-21 17:00:00+00:00,0.1,,0.0117,,0.027,,6.8,0.0005
2023-01-21 18:00:00+00:00,0.1,,0.0073,,0.033,,6.1,0.0005
2023-01-21 19:00:00+00:00,0.1,,0.0063,,0.034,,7.1,0.0003
2023-01-21 20:00:00+00:00,0.1,,0.005,,0.036,,7.1,0.0002
2023-01-21 21:00:00+00:00,0.1,,0.0039,,0.038,,6.6,0.0003
2023-01-21 22:00:00+00:00,0.1,,0.0044,,0.038,,6.4,0.0003
2023-01-21 23:00:00+00:00,0.1,,0.0051,,0.038,,6.5,0.0004
2023-01-22 00:00:00+00:00,0.1,,0.0061,,0.036,,6.3,0.0004
2023-01-22 01:00:00+00:00,0.1,,0.0085,,0.033,,6.2,0.0003
2023-01-23 02:00:00+00:00,0.1,,0.0064,,0.037,,4.9,0.0002
2023-01-23 03:00:00+00:00,0.1,,0.0061,,0.037,,5.0,0.0002
2023-01-23 04:00:00+00:00,0.1,,0.0072,,0.035,,5.1,0.0002
2023-01-23 05:00:00+00:00,0.1,,0.0073,,0.033,,5.3,0.0003
2023-01-23 06:00:00+00:00,0.1,,0.0108,,0.029,,6.5,0.0003
2023-01-23 07:00:00+00:00,0.1,,0.0136,,0.025,,7.4,0.0004
2023-01-23 08:00:00+00:00,0.1,,0.0163,,0.022,,6.5,0.0002
2023-01-23 09:00:00+00:00,0.2,,0.0285,,0.011,,5.4,0.0002
2023-01-23 10:00:00+00:00,0.2,,0.0327,,0.006,,6.1,0.0003
2023-01-23 11:00:00+00:00,0.2,,0.0354,,0.004,,6.4,0.0005
2023-01-23 12:00:00+00:00,0.2,,0.0347,,0.005,,6.0,0.0005
2023-01-23 13:00:00+00:00,,,0.0387,,0.003,,5.9,0.0007
2023-01-23 14:00:00+00:00,0.2,,0.0248,,0.018,,5.3,0.0005
2023-01-23 15:00:00+00:00,0.3,,0.0225,,0.019,,4.9,0.0004
2023-01-23 16:00:00+00:00,0.4,,0.0263,,0.016,,5.5,0.0006
2023-01-23 17:00:00+00:00,0.2,,0.0202,,0.024,,6.2,0.0007
2023-01-23 18:00:00+00:00,0.1,,0.0081,,0.035,,5.5,0.0005
2023-01-23 19:00:00+00:00,0.1,,0.0052,,0.037,,5.5,0.0004
2023-01-23 20:00:00+00:00,0.1,,0.0045,,0.037,,5.4,0.0004
2023-01-23 21:00:00+00:00,0.0,,0.004,,0.039,,5.4,0.0004
2023-01-23 22:00:00+00:00,0.1,,0.0048,,0.038,,5.2,0.0004
2023-01-23 23:00:00+00:00,0.1,,0.0054,,0.038,,4.9,0.0004
2023-01-24 00:00:00+00:00,0.1,,0.0056,,0.038,,4.4,0.0004
2023-01-24 01:00:00+00:00,0.1,,0.0072,,0.035,,4.4,0.0003
2023-01-24 02:00:00+00:00,0.1,,0.0085,,0.033,,4.6,0.0003
2023-01-24 03:00:00+00:00,0.1,,0.0159,,0.024,,6.0,0.0005
2023-01-24 04:00:00+00:00,0.1,,0.0123,,0.03,,5.6,0.0005
2023-01-24 05:00:00+00:00,0.1,,0.0084,,0.033,,5.2,0.0006
2023-01-24 06:00:00+00:00,0.1,,0.0061,,0.035,,5.1,0.0004
2023-01-24 07:00:00+00:00,0.1,,0.0074,,0.033,,5.1,0.0004
2023-01-24 08:00:00+00:00,0.1,,0.0098,,0.03,,5.0,0.0005
2023-01-24 09:00:00+00:00,0.1,,0.0171,,0.018,,5.6,0.0003
2023-01-24 10:00:00+00:00,0.2,,0.0282,,0.005,,6.7,0.0003
2023-01-24 11:00:00+00:00,0.1,,0.0198,,0.017,,4.9,0.0003
2023-01-24 12:00:00+00:00,0.1,,0.0183,,0.018,,4.9,
2023-01-24 13:00:00+00:00,0.2,,0.0244,,0.011,,5.0,0.0003
2023-01-24 14:00:00+00:00,0.2,,0.0215,,0.016,,4.9,0.0003
2023-01-24 15:00:00+00:00,0.3,,0.0292,,0.009,,5.5,0.0004
2023-01-24 16:00:00+00:00,0.4,,0.0279,,0.011,,5.6,0.0005
2023-01-24 17:00:00+00:00,0.3,,0.0213,,0.019,,4.4,0.0006
2023-01-24 18:00:00+00:00,0.2,,0.0162,,0.025,,4.2,0.0011
2023-01-24 19:00:00+00:00,0.2,,0.0238,,0.018,,5.5,0.0013
2023-01-24 20:00:00+00:00,0.1,,0.0119,,0.03,,4.8,0.0007
2023-01-24 21:00:00+00:00,0.1,,0.0073,,0.032,,5.0,0.0006
2023-01-24 22:00:00+00:00,0.1,,0.0072,,0.034,,4.2,0.0009
2023-01-24 23:00:00+00:00,0.1,,0.0071,,0.034,,4.2,0.0006
2023-01-25 00:00:00+00:00,0.1,,0.0105,,0.03,,4.5,0.0004
2023-01-25 01:00:00+00:00,0.2,,0.0169,,0.023,,4.4,0.0004
2023-01-25 02:00:00+00:00,0.2,,0.0225,,0.017,,4.4,0.0004
2023-01-25 03:00:00+00:00,0.1,,0.0169,,0.021,,5.4,0.0003
2023-01-25 04:00:00+00:00,0.2,,0.022,,0.016,,5.2,0.0003
2023-01-25 05:00:00+00:00,0.2,,0.0216,,0.016,,6.5,0.0003
2023-01-25 06:00:00+00:00,0.2,,0.0212,,0.015,,6.8,0.0002
2023-01-25 07:00:00+00:00,0.2,,0.0233,,0.012,,8.1,0.0002
2023-01-25 08:00:00+00:00,0.2,,0.0277,,0.008,,9.0,0.0003
2023-01-25 09:00:00+00:00,0.2,,0.0257,,0.01,,9.0,0.0002
2023-01-25 10:00:00+00:00,0.2,,0.0269,,0.011,,10.1,0.0002
2023-01-25 11:00:00+00:00,0.1,,0.0213,,0.017,,8.9,0.0003
2023-01-25 12:00:00+00:00,0.1,,0.0231,,,,11.4,0.0003
2023-01-25 13:00:00+00:00,0.2,,0.0322,,0.003,,14.6,0.0004
2023-01-25 14:00:00+00:00,0.2,,0.0268,,0.012,,10.4,0.0003
2023-01-25 15:00:00+00:00,0.3,,0.0322,,0.006,,13.0,0.0004
2023-01-25 16:00:00+00:00,0.4,,0.0304,,0.008,,12.4,0.0007
2023-01-25 17:00:00+00:00,0.3,,0.0238,,0.018,,10.8,0.0007
2023-01-25 18:00:00+00:00,0.3,,0.0218,,0.021,,13.1,0.0007
2023-01-25 19:00:00+00:00,0.3,,0.0307,,0.015,,17.4,0.0009
2023-01-25 20:00:00+00:00,0.3,,0.0326,,0.015,,20.1,0.001
2023-01-25 21:00:00+00:00,0.3,,0.0276,,0.02,,18.8,0.0007
2023-01-25 22:00:00+00:00,0.2,,0.0257,,0.021,,15.8,0.0006
2023-01-25 23:00:00+00:00,0.2,,0.0295,,0.017,,18.3,0.0008
2023-01-26 00:00:00+00:00,0.1,,0.0221,,0.024,,12.3,0.0009
2023-01-26 01:00:00+00:00,0.2,,0.0315,,0.012,,14.2,0.0008
2023-01-26 02:00:00+00:00,0.3,,0.0358,,0.009,,14.3,0.0007
2023-01-26 03:00:00+00:00,0.1,,0.0206,,0.02,,12.6,0.0004
2023-01-26 04:00:00+00:00,0.1,,0.0201,,0.018,,15.2,0.0003
2023-01-26 05:00:00+00:00,0.1,,0.0197,,0.019,,13.7,0.0003
2023-01-26 06:00:00+00:00,0.2,,0.0262,,0.012,,16.0,0.0002
2023-01-26 07:00:00+00:00,0.3,,0.0323,,0.004,,18.0,0.0004
2023-01-26 08:00:00+00:00,0.3,,0.0333,,0.002,,18.4,0.0004
2023-01-26 09:00:00+00:00,0.3,,0.0323,,0.002,,20.4,0.0006
2023-01-26 10:00:00+00:00,0.3,,0.0338,,0.002,,21.9,0.0006
2023-01-26 11:00:00+00:00,0.2,,0.0349,,0.002,,18.3,0.0004
2023-01-26 12:00:00+00:00,0.3,,0.0348,,0.002,,20.8,0.0005
2023-01-26 13:00:00+00:00,0.2,,0.0344,,0.002,,22.0,0.0004
2023-01-26 14:00:00+00:00,0.4,,0.0367,,0.002,,19.4,0.001
2023-01-26 15:00:00+00:00,0.6,,0.0378,,0.002,,16.8,0.0013
2023-01-26 16:00:00+00:00,0.6,,0.036,,0.004,,16.7,0.0012
2023-01-26 17:00:00+00:00,0.4,,0.0263,,0.013,,20.5,0.0006
2023-01-26 18:00:00+00:00,0.2,,0.0179,,0.022,,25.4,0.0003
2023-01-26 19:00:00+00:00,0.2,,0.0158,,0.025,,24.4,0.0003
2023-01-26 20:00:00+00:00,0.2,,0.0131,,0.029,,25.1,0.0004
2023-01-26 21:00:00+00:00,0.2,,0.0187,,0.023,,24.9,0.0004
2023-01-26 22:00:00+00:00,0.2,,0.02,,0.023,,23.4,0.0004
2023-01-26 23:00:00+00:00,0.2,,0.0191,,0.023,,21.2,0.0003
2023-01-27 00:00:00+00:00,0.2,,0.0197,,0.022,,18.5,0.0003
2023-01-27 01:00:00+00:00,0.2,,0.0232,,0.018,,18.1,0.0003
2023-01-27 02:00:00+00:00,0.2,,0.0246,,0.015,,18.6,0.0003
2023-01-27 03:00:00+00:00,0.2,,0.0207,,0.02,,16.4,0.0002
2023-01-27 04:00:00+00:00,0.2,,0.0155,,0.026,,13.5,0.0002
2023-01-27 05:00:00+00:00,0.1,,0.0161,,0.024,,13.7,0.0002
2023-01-27 06:00:00+00:00,0.1,,0.014,,0.027,,11.2,0.0002
2023-01-27 07:00:00+00:00,0.1,,0.0126,,0.028,,10.1,0.0002
2023-01-27 08:00:00+00:00,0.1,,0.0122,,0.028,,9.8,0.0002
2023-01-27 09:00:00+00:00,0.1,,0.0135,,0.025,,10.4,0.0001
2023-01-27 10:00:00+00:00,0.1,,0.0145,,0.023,,10.9,0.0002
2023-01-27 11:00:00+00:00,0.1,,0.0185,,0.019,,11.4,0.0002
2023-01-27 12:00:00+00:00,0.1,,0.0181,,0.019,,12.2,0.0002
2023-01-27 13:00:00+00:00,0.2,,0.0228,,0.014,,12.2,0.0003
2023-01-27 14:00:00+00:00,0.2,,0.0268,,0.012,,11.5,0.0003
2023-01-27 15:00:00+00:00,0.2,,0.0218,,0.017,,9.9,0.0003
2023-01-27 16:00:00+00:00,0.2,,0.0215,,0.018,,8.6,0.0003
2023-01-27 17:00:00+00:00,0.2,,0.0171,,0.024,,7.0,0.0003
2023-01-27 18:00:00+00:00,0.2,,0.0153,,0.027,,5.3,0.0004
2023-01-27 19:00:00+00:00,0.1,,0.0108,,0.033,,3.7,0.0004
2023-01-27 20:00:00+00:00,0.1,,0.0093,,0.034,,3.1,0.0004
2023-01-27 21:00:00+00:00,0.1,,0.0129,,0.03,,3.6,0.0004
2023-01-27 22:00:00+00:00,0.1,,0.0148,,0.028,,3.8,0.0004
2023-01-27 23:00:00+00:00,0.2,,0.0179,,0.024,,4.3,0.0004
2023-01-28 00:00:00+00:00,0.3,,0.0229,,0.018,,4.2,0.0004
2023-01-28 01:00:00+00:00,0.3,,0.0305,,0.011,,3.8,0.0005
2023-01-28 02:00:00+00:00,0.4,,0.0322,,0.01,,4.2,0.0006
2023-01-28 03:00:00+00:00,0.1,,0.0104,,0.034,,2.2,0.0003
2023-01-28 04:00:00+00:00,0.1,,0.0112,,0.031,,2.3,0.0003
2023-01-28 05:00:00+00:00,0.1,,0.0153,,0.026,,2.3,0.0003
2023-01-28 06:00:00+00:00,0.2,,0.0229,,0.016,,2.6,0.0003
2023-01-28 07:00:00+00:00,0.2,,0.0208,,0.018,,2.2,0.0003
2023-01-28 08:00:00+00:00,0.1,,0.0109,,0.029,,2.0,0.0003
2023-01-28 09:00:00+00:00,0.2,,0.0218,,0.015,,2.5,0.0003
2023-01-28 10:00:00+00:00,0.2,,0.0287,,0.008,,3.1,0.0003
2023-01-28 11:00:00+00:00,0.2,,0.0279,,0.009,,2.9,0.0004
2023-01-28 12:00:00+00:00,0.2,,,,0.007,,2.9,0.0004
2023-01-28 13:00:00+00:00,0.2,,0.0313,,0.005,,2.8,0.0004
2023-01-28 14:00:00+00:00,0.2,,0.021,,0.016,,2.4,0.0004
2023-01-28 15:00:00+00:00,0.3,,0.0215,,0.015,,2.4,0.0004
2023-01-28 16:00:00+00:00,0.1,,0.0119,,0.027,,2.2,0.0004
2023-01-28 17:00:00+00:00,0.1,,0.0117,,0.028,,2.2,0.0004
2023-01-28 18:00:00+00:00,0.1,,0.0048,,0.035,,2.0,0.0004
2023-01-28 19:00:00+00:00,0.1,,0.0039,,0.037,,2.1,0.0005
2023-01-28 20:00:00+00:00,0.0,,0.0026,,0.039,,2.2,0.0004
2023-01-28 21:00:00+00:00,0.1,,0.0037,,0.038,,2.4,0.0005
2023-01-28 22:00:00+00:00,0.1,,0.0044,,0.038,,2.2,0.0007
2023-01-28 23:00:00+00:00,0.1,,0.0054,,0.037,,2.4,0.0006
2023-01-29 00:00:00+00:00,0.1,,0.0047,,0.038,,2.1,0.0005
2023-01-29 01:00:00+00:00,0.1,,0.0067,,0.035,,1.8,0.0004
2023-01-29 02:00:00+00:00,0.2,,0.0189,,0.021,,2.5,0.0005
2023-01-29 03:00:00+00:00,0.3,,0.0266,,0.012,,3.5,0.0005
2023-01-29 04:00:00+00:00,0.2,,0.0252,,0.012,,3.2,0.0004
2023-01-29 05:00:00+00:00,0.2,,0.0242,,0.013,,4.0,0.0004
2023-01-29 06:00:00+00:00,0.2,,0.0234,,0.013,,3.9,0.0004
2023-01-29 07:00:00+00:00,0.2,,0.0197,,0.018,,3.6,0.0004
2023-01-29 08:00:00+00:00,0.2,,0.0171,,0.02,,3.8,0.0004
2023-01-29 09:00:00+00:00,0.1,,0.0131,,0.024,,4.4,0.0003
2023-01-29 10:00:00+00:00,0.2,,0.0263,,0.008,,4.3,0.0004
2023-01-29 11:00:00+00:00,0.2,,0.0294,,0.005,,4.4,0.0005
2023-01-29 12:00:00+00:00,0.2,,,,0.002,,4.3,0.0005
2023-01-29 13:00:00+00:00,0.3,,0.0332,,0.001,,5.3,0.0008
2023-01-29 14:00:00+00:00,0.4,,0.0351,,0.002,,6.6,0.0011
2023-01-29 15:00:00+00:00,0.2,,0.0272,,0.008,,5.2,0.0009
2023-01-29 16:00:00+00:00,0.1,,0.0115,,0.026,,4.4,0.0006
2023-01-29 17:00:00+00:00,0.1,,0.0128,,0.026,,5.3,0.0005
2023-01-29 18:00:00+00:00,0.1,,0.0088,,0.034,,5.6,0.0005
2023-01-29 19:00:00+00:00,0.1,,0.0061,,0.035,,6.4,0.0004
2023-01-29 20:00:00+00:00,0.1,,0.0054,,0.033,,6.9,0.0004
2023-01-29 21:00:00+00:00,0.1,,0.0042,,0.035,,5.5,0.0004
2023-01-29 22:00:00+00:00,0.1,,0.0037,,0.036,,5.0,0.0003
2023-01-29 23:00:00+00:00,0.1,,0.004,,0.037,,4.4,0.0003
2023-01-30 00:00:00+00:00,0.1,,0.0045,,0.036,,4.4,0.0003
2023-01-30 01:00:00+00:00,0.1,,0.0058,,0.035,,5.2,0.0003
2023-01-30 02:00:00+00:00,0.1,,0.0062,,0.034,,5.4,0.0003
2023-01-30 03:00:00+00:00,0.1,,0.0051,,0.034,,5.4,0.0003
2023-01-30 04:00:00+00:00,0.1,,0.0062,,0.033,,6.2,0.0003
2023-01-30 05:00:00+00:00,0.1,,0.0067,,0.032,,5.7,0.0003
2023-01-30 06:00:00+00:00,0.1,,0.0078,,0.03,,5.5,0.0003
2023-01-30 07:00:00+00:00,0.1,,0.0084,,0.03,,5.7,0.0002
2023-01-30 08:00:00+00:00,0.1,,0.0094,,0.028,,5.7,0.0002
2023-01-30 09:00:00+00:00,0.1,,0.0124,,0.025,,5.2,0.0002
2023-01-30 10:00:00+00:00,0.1,,0.0159,,0.022,,4.8,0.0002
2023-01-30 11:00:00+00:00,0.1,,0.0103,,0.027,,4.6,0.0002
2023-01-30 12:00:00+00:00,0.1,,0.0154,,0.022,,4.2,0.0002
2023-01-30 13:00:00+00:00,,,0.0135,,0.023,,4.0,0.0002
2023-01-30 14:00:00+00:00,0.3,,0.0343,,0.002,,6.4,0.0007
2023-01-30 15:00:00+00:00,0.3,,0.0331,,0.006,,5.7,0.0006
2023-01-30 16:00:00+00:00,0.4,,0.0254,,0.014,,8.9,0.0006
2023-01-30 17:00:00+00:00,0.3,,0.0174,,0.023,,9.9,0.0006
2023-01-30 18:00:00+00:00,0.3,,0.0182,,0.024,,11.1,0.0008
2023-01-30 19:00:00+00:00,0.1,,0.0072,,0.036,,8.6,0.0006
2023-01-30 20:00:00+00:00,0.1,,0.005,,0.037,,8.2,0.0007
2023-01-30 21:00:00+00:00,0.1,,0.0047,,0.038,,7.5,0.0006
2023-01-30 22:00:00+00:00,0.1,,0.0049,,0.039,,7.0,0.0006
2023-01-30 23:00:00+00:00,0.1,,0.0051,,0.039,,6.6,0.0006
2023-01-31 00:00:00+00:00,0.1,,0.0055,,0.039,,5.7,0.0004
2023-01-31 01:00:00+00:00,0.1,,0.0065,,0.039,,4.4,0.0003
2023-01-31 02:00:00+00:00,0.1,,0.0115,,0.033,,4.7,0.0006
2023-01-31 03:00:00+00:00,0.2,,0.017,,0.026,,4.8,0.0006
2023-01-31 04:00:00+00:00,0.2,,0.0172,,0.025,,5.0,0.0003
2023-01-31 05:00:00+00:00,0.1,,0.0158,,0.026,,5.2,0.0002
2023-01-31 06:00:00+00:00,0.1,,0.0159,,0.026,,6.0,0.0002
2023-01-31 07:00:00+00:00,0.1,,0.0147,,0.028,,5.7,0.0001
2023-01-31 08:00:00+00:00,0.2,,0.0208,,0.021,,5.6,0.0002
2023-01-31 09:00:00+00:00,0.2,,0.0243,,0.018,,4.6,0.0001
2023-01-31 10:00:00+00:00,0.1,,0.02,,0.022,,4.3,0.0002
2023-01-31 11:00:00+00:00,0.2,,0.0322,,0.011,,4.4,0.0002
2023-01-31 12:00:00+00:00,0.1,,0.0215,,0.022,,4.3,
2023-01-31 13:00:00+00:00,0.1,,0.0249,,0.018,,4.6,0.0002
2023-01-31 14:00:00+00:00,0.3,,0.0335,,0.01,,5.1,0.0003
2023-01-31 15:00:00+00:00,0.4,,0.0343,,0.01,,6.2,0.0004
2023-01-31 16:00:00+00:00,0.5,,0.0319,,0.014,,6.9,0.0006
2023-01-31 17:00:00+00:00,0.3,,0.0205,,0.026,,5.3,0.0006
2023-01-31 18:00:00+00:00,0.2,,0.012,,0.034,,5.8,0.0005
2023-01-31 19:00:00+00:00,0.1,,0.0101,,0.037,,6.1,0.0004
2023-01-31 20:00:00+00:00,0.2,,0.0141,,0.033,,8.1,0.0006
2023-01-31 21:00:00+00:00,0.2,,0.0166,,0.032,,9.6,0.0006
2023-01-31 22:00:00+00:00,0.2,,0.0185,,0.031,,10.6,0.0007
2023-01-31 23:00:00+00:00,0.2,,0.0242,,0.031,,11.9,0.0014
2023-02-01 00:00:00+00:00,0.2,,0.0226,,0.029,,11.7,0.001
2023-02-01 01:00:00+00:00,0.2,,0.024,,0.026,,12.7,0.0008
2023-02-01 02:00:00+00:00,0.2,,0.0205,,0.026,,12.3,0.0004
2023-02-01 03:00:00+00:00,0.2,,0.0229,,0.023,,12.6,0.0004
2023-02-01 04:00:00+00:00,0.2,,0.0275,,0.017,,13.8,0.0004
2023-02-01 05:00:00+00:00,0.2,,0.0307,,0.014,,15.8,0.0005
2023-02-01 06:00:00+00:00,0.2,,0.0344,,0.01,,17.6,0.0005
2023-02-01 07:00:00+00:00,0.3,,0.0382,,0.006,,19.3,0.0005
2023-02-01 08:00:00+00:00,0.2,,0.0384,,0.005,,19.7,0.0005
2023-02-01 09:00:00+00:00,0.2,,0.0285,,0.015,,22.2,0.0003
2023-02-01 10:00:00+00:00,0.2,,0.0262,,0.017,,23.1,0.0004
2023-02-01 11:00:00+00:00,0.2,,0.03,,0.012,,24.9,0.0004
2023-02-01 12:00:00+00:00,0.3,,0.039,,,,25.4,0.0005
2023-02-01 13:00:00+00:00,0.3,,0.0383,,0.003,,22.7,0.0004
2023-02-01 14:00:00+00:00,0.3,,0.0399,,0.003,,21.2,0.0006
2023-02-01 15:00:00+00:00,0.6,,0.042,,0.002,,21.6,0.0012
2023-02-01 16:00:00+00:00,0.6,,0.0381,,0.007,,21.3,0.0012
2023-02-01 17:00:00+00:00,0.4,,0.0283,,0.016,,28.2,0.001
2023-02-01 18:00:00+00:00,0.3,,0.0247,,0.021,,29.7,0.001
2023-02-01 19:00:00+00:00,0.3,,0.025,,0.025,,30.7,0.0009
2023-02-01 20:00:00+00:00,0.3,,0.0301,,0.026,,34.7,0.0018
2023-02-01 21:00:00+00:00,0.3,,0.0298,,0.028,,34.9,0.0016
2023-02-01 22:00:00+00:00,0.3,,0.0302,,0.028,,35.7,0.0015
2023-02-01 23:00:00+00:00,0.2,,0.0299,,0.029,,34.4,0.0017
2023-02-02 00:00:00+00:00,0.2,,0.03,,0.025,,35.0,0.0013
2023-02-02 01:00:00+00:00,0.2,,0.03,,0.023,,31.9,0.0008
2023-02-14 02:00:00+00:00,0.5,,0.0489,,0.012,,29.8,0.001
2023-02-14 03:00:00+00:00,0.6,,0.0583,,0.002,,32.8,0.0011
2023-02-14 04:00:00+00:00,0.6,,0.0538,,0.004,,34.9,0.0011
2023-02-14 05:00:00+00:00,0.2,,0.0342,,0.024,,33.0,0.001
2023-02-14 06:00:00+00:00,0.3,,0.0383,,0.018,,31.5,0.0007
2023-02-14 07:00:00+00:00,0.1,,0.0214,,0.034,,23.6,0.0006
2023-02-14 08:00:00+00:00,0.0,,0.0085,,0.04,,6.0,0.0005
2023-02-14 09:00:00+00:00,0.0,,0.0051,,0.045,,3.3,0.0003
2023-02-14 10:00:00+00:00,0.0,,0.0061,,0.045,,3.1,0.0004
2023-02-14 11:00:00+00:00,0.0,,0.0114,,0.036,,3.4,0.0004
2023-02-14 12:00:00+00:00,0.1,,0.0123,,0.033,,3.3,
2023-02-14 13:00:00+00:00,0.2,,0.0238,,0.019,,3.3,0.0004
2023-02-14 14:00:00+00:00,0.3,,0.0314,,0.011,,3.3,0.0005
2023-02-14 15:00:00+00:00,0.6,,0.0412,,0.003,,3.8,0.0011
2023-02-14 16:00:00+00:00,0.7,,0.0398,,0.008,,3.7,0.0014
2023-02-14 17:00:00+00:00,0.3,,0.0172,,0.029,,3.2,0.0008
2023-02-14 18:00:00+00:00,0.1,,0.0074,,0.039,,3.0,0.0006
2023-02-14 19:00:00+00:00,0.1,,0.006,,0.04,,2.9,0.0005
2023-02-14 20:00:00+00:00,0.1,,0.0037,,0.042,,2.3,0.0005
2023-02-14 21:00:00+00:00,0.1,,0.0028,,0.041,,2.3,0.0005
2023-02-14 22:00:00+00:00,0.1,,0.0032,,0.04,,2.5,0.0005
2023-02-14 23:00:00+00:00,0.0,,0.0036,,0.039,,2.3,0.0005
2023-02-15 00:00:00+00:00,0.1,,0.0049,,0.037,,2.5,0.0005
2023-02-15 01:00:00+00:00,0.1,,0.0054,,0.036,,2.5,0.0005
2023-02-15 02:00:00+00:00,0.1,,0.0064,,0.036,,2.9,0.0004
2023-02-15 03:00:00+00:00,0.0,,0.0074,,0.036,,3.1,0.0006
2023-02-15 04:00:00+00:00,0.1,,0.0098,,0.032,,3.3,0.0007
